# Country|Year|IPs|ASNs|Cumulative IPs|Cumulative ASNs|GDP 
MR|1996|0|0|0|0|1442598429.56592
MR|1991|0|0|0|0|1443688856.15013
MR|1990|0|0|0|0|1019600770.35569
MR|1993|0|0|0|0|1249945001.95842
MR|1992|0|0|0|0|1464392409.33441
MU|1982|0|0|0|0|1082934402.19357
MU|1983|0|0|0|0|1094857359.69514
MU|1980|0|0|0|0|1136544231.36451
MU|1981|0|0|0|0|1147187567.65208
MU|1986|0|0|0|0|1469050658.08639
MU|1987|0|0|0|0|1888752207.107
MU|1984|0|0|0|0|1044926097.46651
MU|1985|0|0|0|0|1080643202.28309
MU|1988|0|0|0|0|2143480497.18502
MU|1989|0|0|0|0|2191101651.23305
MU|2001|0|0|10752|0|4536544699.05727
MU|2002|0|1|10752|1|4767303153.04439
MU|2003|4096|0|14848|1|5609836353.56371
MU|1994|256|0|256|0|3558143642.14256
MU|2005|29952|3|47360|7|6283796155.23716
MU|2000|8192|0|10752|0|4582562397.94313
MU|1976|0|0|0|0|706988627.655376
MU|1979|0|0|0|0|1216227805.46355
MU|1978|0|0|0|0|1019634978.35642
MU|1977|0|0|0|0|827093630.324692
MU|1998|0|0|0|0|4169672974.23128
MU|2006|42304|1|89664|8|6731536244.19443
MU|2004|2560|3|17408|4|6385691315.22535
MU|2007|43296|1|132960|9|7792063566.51501
MU|2008|1072|1|134032|10|9641077098.19803
MU|2009|67072|1|201104|11|8834661042.93519
MU|2011|48|2|474464|15|11250559552.9847
MU|2010|273312|2|474416|13|9718331362.63822
MU|2012|16960|2|491424|17|10486037633.994
MU|1995|2304|0|2560|0|4040342059.56741
MU|1999|0|0|0|0|4291171395.71086
MU|1997|0|0|0|0|4187375887.65947
MU|1996|0|0|2560|0|4421952121.4867
MU|1991|0|0|0|0|2856889162.09058
MU|1990|0|0|0|0|2653485952.13319
MU|1993|0|0|0|0|3263363787.82618
MU|1992|0|0|0|0|3224265824.18732
MT|1982|0|0|0|0|1234474742.04426
MT|1983|0|0|0|0|1165730172.87418
MT|1980|0|0|0|0|1250199056.41834
MT|1981|0|0|0|0|1243509858.29479
MT|1986|0|0|0|0|1435038037.42227
MT|1987|0|0|0|0|1751293215.65363
MT|1984|0|0|0|0|1101807300.90927
MT|1985|0|0|0|0|1117797224.84509
MT|1988|0|0|0|0|2019503791.23407
MT|1989|0|0|0|0|2118655299.63572
MT|2004|16672|1|144672|10|5643525281.93441
MT|2001|28672|3|103168|8|3917620727.92241
MT|2002|256|0|103424|8|4296164768.28161
MT|2003|24576|1|128000|9|5119621569.32049
MT|1994|0|0|4352|0|2998504391.77827
MT|2007|108288|0|317280|17|7513834699.60697
MT|2008|82176|3|399456|20|8554293727.08674
MT|2000|16640|2|74496|5|3957418082.79925
MT|1976|0|0|0|0|527936892.800231
MT|2005|61952|6|206624|16|5980795755.74103
MT|1979|0|0|0|0|1001288245.08798
MT|1978|0|0|0|0|793673674.476254
MT|1977|0|0|0|0|625563347.403691
MT|1998|8192|0|53504|2|3809619583.8411
MT|1975|0|0|0|0|474618292.692559
MT|1974|0|0|0|0|376081181.817504
MT|1973|0|0|0|0|345616069.513506
MT|1972|0|0|0|0|295106775.012466
MT|1971|0|0|0|0|264578308.927222
MT|1970|0|0|0|0|250728829.112117
MT|2006|2368|1|208992|17|6390123590.13841
MT|2009|2144|1|401600|21|8099400960.97627
MT|2011|35360|3|547072|27|9151793160.96747
MT|2010|110112|3|511712|24|8163841059.60265
MT|2012|16672|1|563744|28|8721923076.92308
MT|1995|16384|0|20736|0|3599683395.46889
MT|1999|4352|1|57856|3|3907947937.46914
MT|1997|16384|1|45312|2|3633464750.30678
MT|1996|8192|1|28928|1|3671827860.9798
MT|1991|256|0|256|0|2750215016.02264
MT|1990|0|0|0|0|2547330284.04418
MT|1993|4096|0|4352|0|2709194765.69239
MT|1992|0|0|256|0|3021944632.33295
TL|2008|0|0|0|0|693800000
TL|2009|4096|0|4096|1|826700000
TL|2011|0|0|0|0|1128300000
TL|2010|0|0|4096|1|934300000
TL|2012|32|0|4128|1|1293000000
TL|2002|0|0|0|0|426700000
TL|2003|0|0|0|0|436500000
TL|2000|0|0|0|0|350100000
TL|2001|0|0|0|0|429700000
TL|2006|0|1|0|1|462600000
TL|2007|0|0|0|1|558700000
TL|2004|0|0|0|0|455500000
TL|2005|0|0|0|0|479100000
TM|2010|512|1|8704|3|22148070175.4386
TM|1987|0|0|0|0|2368660560.8757
TM|2005|0|0|0|0|8104355716.8784
TM|1988|0|0|0|0|2988678840.80541
TM|1989|0|0|0|0|3049945191.0726
TM|1995|0|0|0|0|2482228439.71407
TM|2003|0|0|0|0|5977440582.80171
TM|1999|0|0|0|0|2450686659.778
TM|1997|0|0|0|0|2450084970.24741
TM|2001|4096|1|4096|1|3534771968.51189
TM|1991|0|0|0|0|3197224007.42472
TM|2004|0|0|0|0|6838351088.46688
TM|2007|0|0|0|0|12664165103.1895
TM|2008|4096|1|8192|2|19271445266.8485
TM|2009|0|0|8192|2|20214456140.3509
TM|2011|0|0|8704|3|29233333333.3333
TM|1998|0|0|0|0|2605688065.08338
TM|2012|0|0|8704|3|35164210526.3158
TM|2002|0|0|4096|1|4462028988.72949
TM|1994|0|0|0|0|2561118608.35516
TM|2000|0|0|0|0|2904662604.82053
TM|1996|0|0|0|0|2379281767.9558
TM|2006|0|0|0|0|10277598152.4249
TM|1990|0|0|0|0|3232066836.53467
TM|1993|0|0|0|0|3179225948.58114
TM|1992|0|0|0|0|3200539816.0601
TR|2005|2180352|30|5953376|189|482979839237.868
TR|2004|1308192|29|3773024|159|392166274991.231
TR|1968|0|0|0|0|17500000000
TR|1969|0|0|0|0|19466666666.6667
TR|1964|0|0|0|0|11172953081.8767
TR|1965|0|0|0|0|11945722171.1131
TR|1966|0|0|0|0|14119135234.5907
TR|1967|0|0|0|0|15664673413.0634
TR|1961|0|0|0|0|8017479300.82797
TR|1962|0|0|0|0|8919043238.27047
TR|1963|0|0|0|0|10351885924.563
TR|2006|134176|26|6087552|215|530900095204.76
TR|2011|2860912|32|15083280|395|774775177386.146
TR|2010|1241632|34|12222368|363|731144392556.339
TR|2012|1144161|45|16227441|440|789257487307.029
TR|1982|0|0|0|0|64546332580.7583
TR|1983|0|0|0|0|61678280115.4987
TR|1980|0|0|0|0|68789289565.7434
TR|1981|0|0|0|0|71040020140.4436
TR|1986|0|0|0|0|75728009962.7878
TR|1987|0|0|0|0|87172789528.3316
TR|1984|0|0|0|0|59989909457.8379
TR|1985|0|0|0|0|67234948264.5987
TR|1988|0|0|0|0|90852814004.9917
TR|1989|0|0|0|0|107143348667.094
TR|1995|0|0|328704|1|169485941048.035
TR|2003|119328|26|2464832|130|303005302818.309
TR|2007|2603872|46|8691424|261|647155133931.998
TR|2000|555776|27|1900800|69|266567531989.763
TR|2001|119040|15|2019840|84|196005288838.12
TR|1979|0|0|0|0|89394085658.2038
TR|1978|0|0|0|0|65147022485.7919
TR|1977|0|0|0|0|58676813687.3681
TR|1976|0|0|0|0|51280134554.2889
TR|1975|0|0|0|0|44633707242.7642
TR|1974|0|0|0|0|35599913836.4328
TR|1973|0|0|0|0|25724381625.4417
TR|1972|0|0|0|0|20431095406.3604
TR|1971|0|0|0|0|16256619963.7997
TR|1970|0|0|0|0|17086956521.7391
TR|2008|1674304|37|10365728|298|730337495966.193
TR|2009|615008|31|10980736|329|614553921823.292
TR|1999|352512|13|1345024|42|249751470869.15
TR|1998|286720|12|992512|29|269287100115.075
TR|2002|325664|20|2345504|104|232534560774.947
TR|1994|65536|0|328704|1|130690172297.297
TR|1997|213248|14|705792|17|189834649111.257
TR|1996|163840|2|492544|3|181475555282.555
TR|1991|65792|0|197376|0|151041248184.246
TR|1990|131584|0|131584|0|150676291094.21
TR|1993|0|1|263168|1|180422294772.264
TR|1992|65792|0|263168|0|159095003188.105
MH|1982|0|0|0|0|34918000
MH|1983|0|0|0|0|41749000
MH|1981|0|0|0|0|31020000
MH|1986|0|0|0|0|55989000
MH|1987|0|0|0|0|62983000
MH|1984|0|0|0|0|45144000
MH|1985|0|0|0|0|43879000
MH|1988|0|0|0|0|70688000
MH|1989|0|0|0|0|72798000
MH|2002|0|0|0|0|124735071.905407
MH|2003|0|0|0|0|126887585.451759
MH|1999|0|0|0|0|107978893.139292
MH|2000|0|0|0|0|110937729.412641
MH|2001|0|0|0|0|115152142.737309
MH|2005|0|1|0|1|137556822.771548
MH|1998|0|0|0|0|108702067.992581
MH|2006|0|0|0|1|143352031.172085
MH|2004|0|0|0|0|131106365.539613
MH|2007|2048|0|2048|1|149739017.444696
MH|2008|0|0|2048|1|152565763.149451
MH|2009|0|0|2048|1|151560778.381533
MH|2011|0|0|2080|1|170700000
MH|2010|32|0|2080|1|163200000
MH|2012|0|0|2080|1|182400000
MH|1995|0|0|0|0|120230000
MH|1994|0|0|0|0|108071000
MH|1997|0|0|0|0|106289109.336044
MH|1996|0|0|0|0|110858000
MH|1991|0|0|0|0|82507000
MH|1990|0|0|0|0|78476000
MH|1993|0|0|0|0|99461000
MH|1992|0|0|0|0|91063000
MK|1993|256|1|256|1|2550194959.23946
MK|2012|14686|1|666462|32|9612518136.34871
MK|1995|256|0|768|1|4449375525.5599
MK|1994|256|0|512|1|3381270266.71373
MK|1999|8192|1|41728|5|3673288165.87004
MK|1997|0|0|17152|2|3735312200.7332
MK|1992|0|0|0|0|2316618514.75247
MK|1996|16384|1|17152|2|4422159848.93929
MK|1991|0|0|0|0|4694744806.58659
MK|1990|0|0|0|0|4471828621.90813
MK|2008|194816|6|472864|20|9834038366.88837
MK|2009|58944|5|531808|25|9313573964.98007
MK|2011|50080|5|651776|31|10439099881.1349
MK|2010|69888|1|601696|26|9338665630.76177
MK|1998|16384|2|33536|4|3571043201.50842
MK|2002|0|0|123648|6|3791306757.66238
MK|2003|0|0|123648|6|4756221628.61111
MK|2000|81920|0|123648|5|3586883988.95646
MK|2001|0|1|123648|6|3436961384.81241
MK|2006|51200|2|195328|9|6560546900.04109
MK|2007|82720|5|278048|14|8159825620.389
MK|2004|0|0|123648|6|5514253043.38147
MK|2005|20480|1|144128|7|5985809059.97008
TV|1993|0|0|0|0|9631024.91567838
TV|2012|0|0|8224|0|39875708.119439
TV|1995|0|0|0|0|11025679.5147634
TV|1994|0|0|0|0|10887216.9090252
TV|1999|8192|0|8192|0|13686699.5709539
TV|1997|0|0|0|0|12701093.9749737
TV|1992|0|0|0|0|9742603.63358628
TV|1996|0|0|0|0|12335200.1648586
TV|1991|0|0|0|0|9365488.11527636
TV|1990|0|0|0|0|8824746.23813152
TV|2008|0|0|0|0|30290770.2566871
TV|2009|0|0|0|0|27101312.7916078
TV|2011|32|0|8224|0|39313508.6934276
TV|2010|0|0|0|0|31824701.2783331
TV|1998|0|0|0|0|12757405.7922913
TV|2002|0|0|0|0|15451294.0406177
TV|2003|0|0|0|0|18230893.0263027
TV|2000|0|0|8192|0|13741846.5182024
TV|2001|0|0|8192|0|13196230.2126276
TV|2006|0|0|0|0|22903319.50355
TV|2007|0|0|0|0|27030996.0274377
TV|2004|0|0|0|0|21535706.6386182
TV|2005|0|0|0|0|21839580.5663688
ML|1993|0|0|0|0|2677966905.01596
ML|2005|0|1|16384|2|5305317554.72495
ML|1990|0|0|0|0|2421172496.58602
ML|1968|0|0|0|0|343771973.18594
ML|1969|0|0|0|0|339913866.756618
ML|1967|0|0|0|0|275494477.836101
ML|2011|0|0|36896|4|10656395534.0275
ML|2010|12288|0|36896|4|9422267259.9894
ML|2012|16384|0|53280|4|10308146675.9498
ML|1982|0|0|0|0|1327378899.51094
ML|1983|0|0|0|0|1294458069.91867
ML|1980|0|0|0|0|1787338105.26429
ML|1981|0|0|0|0|1493651106.01184
ML|1986|0|0|0|0|1678328288.56336
ML|1987|0|0|0|0|1931545340.21897
ML|1984|0|0|0|0|1311342831.35984
ML|1985|0|0|0|0|1313685007.54614
ML|1991|0|0|0|0|2422840268.74081
ML|1988|0|0|0|0|1947794155.27683
ML|1989|0|0|0|0|2007784672.59999
ML|1995|0|0|0|0|2466160215.33319
ML|1994|0|0|0|0|1762703059.26754
ML|1997|0|0|0|0|2475185559.41167
ML|1996|0|0|0|0|2619086427.60676
ML|1979|0|0|0|0|1595422953.90213
ML|1978|0|0|0|0|1222702571.75657
ML|1977|0|0|0|0|1049838549.91245
ML|1976|0|0|0|0|939228016.013939
ML|1975|0|0|0|0|830710613.969321
ML|1974|0|0|0|0|538747340.567246
ML|1973|0|0|0|0|563683703.008579
ML|1972|0|0|0|0|486617279.362262
ML|1971|0|0|0|0|430096741.954649
ML|1970|0|0|0|0|359772314.994898
ML|2008|4096|0|24608|3|8737687352.70079
ML|2009|0|1|24608|4|8964480570.32521
ML|1999|0|0|0|0|2570429654.9005
ML|1998|0|0|0|0|2596828335.69789
ML|2002|0|0|0|0|3342824259.82493
ML|2003|0|0|0|0|4362439886.7199
ML|2000|4096|0|4096|0|2422482317.56719
ML|2001|0|0|4096|0|2629739067.46746
ML|2006|0|0|16384|2|6122644014.78684
ML|2007|4128|1|20512|3|7145394015.23154
ML|2004|12288|1|16384|1|4874178417.19164
ML|1992|0|0|0|0|2852581755.30527
TT|2005|24576|2|66304|6|16088526685.8421
TT|2004|4096|0|41728|4|12884712295.9948
TT|1968|0|0|0|0|758899968
TT|1969|0|0|0|0|779200000
TT|1964|0|0|0|0|711897538.746389
TT|1965|0|0|0|0|736573167.415824
TT|1966|0|0|0|0|723739866.336801
TT|1967|0|0|0|0|761981451.279267
TT|1961|0|0|0|0|584964599.107683
TT|1962|0|0|0|0|619322827.419811
TT|1963|0|0|0|0|678239308.674915
TT|2006|69664|0|135968|6|18460905284.2745
TT|2011|32768|0|470190|8|23577857645.1285
TT|2010|80|0|437422|8|20667611846.2508
TT|2012|32800|0|502990|8|23320256742.6171
TT|1982|0|0|0|0|7989791255.84756
TT|1983|0|0|0|0|7799749663.39913
TT|1980|0|0|0|0|6235874738.87527
TT|1981|0|0|0|0|6849166234.50526
TT|1986|0|0|0|0|4794361300.34053
TT|1987|0|0|0|0|4797750171.54142
TT|1984|0|0|0|0|7756166518.46431
TT|1985|0|0|0|0|7375999751.95302
TT|1988|0|0|0|0|4496806454.11382
TT|1989|0|0|0|0|4323035497.41177
TT|1995|12288|1|13056|1|5329214154.85282
TT|2003|4096|1|37632|4|11235960523.0869
TT|2007|104480|1|240448|7|21735387008.2052
TT|2000|4096|0|33536|2|8154315708.34826
TT|2001|0|0|33536|2|8824873155.62584
TT|1979|0|0|0|0|4602416457.1164
TT|1978|0|0|0|0|3562333298.4456
TT|1977|0|0|0|0|3138666541.94727
TT|1976|0|0|0|0|2500420783.85133
TT|1975|0|0|0|0|2442667522.67775
TT|1974|0|0|0|0|2042002020.01944
TT|1973|0|0|0|0|1308786082.34405
TT|1972|0|0|0|0|1083392323.5341
TT|1971|0|0|0|0|896763389.095539
TT|1970|0|0|0|0|821849984
TT|2008|16384|0|256832|7|28017710148.1706
TT|2009|180510|1|437342|8|19251916757.9409
TT|1999|0|1|29440|2|6808976088.59679
TT|1998|0|0|29440|1|6043710211.42719
TT|2002|0|1|33536|3|9008273516.35786
TT|1994|768|0|768|0|4947205981.57638
TT|1997|8192|0|29440|1|5737751324.18033
TT|1996|8192|0|21248|1|5759537847.67466
TT|1991|0|0|0|0|5362823408.94118
TT|1990|0|0|0|0|5068070430.11765
TT|1993|0|0|0|0|4584646145.07446
TT|1992|0|0|0|0|5532117353.41177
MN|1982|0|0|0|0|2552401920
MN|1983|0|0|0|0|2725736618.66667
MN|1981|0|0|0|0|2310099114.66667
MN|1986|0|0|0|0|2896178858.66667
MN|1987|0|0|0|0|3020611584
MN|1984|0|0|0|0|2098734592
MN|1985|0|0|0|0|2186505472
MN|1988|0|0|0|0|3204461568
MN|1989|0|0|0|0|3576966794.66667
MN|2002|0|1|34816|4|1396555772.03794
MN|2003|4096|1|38912|5|1595297301.45651
MN|1999|16384|1|26624|1|1057408608.43579
MN|2000|4096|1|30720|2|1136896162.14218
MN|2001|4096|1|34816|3|1267997923.03269
MN|2005|2048|1|43008|7|2523359940.71209
MN|1998|1024|0|10240|0|1124440238.12551
MN|2006|32768|8|75776|15|3414053250.94549
MN|2004|2048|1|40960|6|1992066758.84423
MN|2007|18432|2|94208|17|4234894168.15659
MN|2008|10240|6|104448|23|5623236707.52471
MN|2009|30208|4|134656|27|4583834427.36474
MN|2011|7776|6|202768|39|8761426370.55877
MN|2010|60336|6|194992|33|6200357070.1148
MN|2012|4480|4|207248|43|10271393281.3833
MN|1995|1024|0|9216|0|1452165052.54713
MN|1994|0|0|8192|0|925817089.527828
MN|1997|0|0|0|0|1180934217.40119
MN|1996|0|0|9216|0|1345719435.14958
MN|1991|0|0|0|0|2379018323.22625
MN|1990|0|0|0|0|2560785662.91532
MN|1993|8192|0|8192|0|768401665.820307
MN|1992|0|0|0|0|1317611862.77556
MA|2005|135200|0|300832|1|59523857868.0203
MA|2004|16384|1|165632|1|56948015336.0397
MA|1968|0|0|0|0|3271415867.99723
MA|1969|0|0|0|0|3651615453.01848
MA|1964|0|0|0|0|2798345225.92842
MA|1965|0|0|0|0|2948325264.30195
MA|1966|0|0|0|0|2876395613.08171
MA|1967|0|0|0|0|3046339294.53611
MA|1961|0|0|0|0|2025693478.27347
MA|1962|0|0|0|0|2379611069.94995
MA|1963|0|0|0|0|2657252502.2073
MA|2006|270368|2|571200|3|65637107776.2619
MA|2011|2197536|0|3457888|7|99211339029.2806
MA|2010|270336|0|1260352|7|90770671431.6696
MA|2012|328016|1|3785904|8|95981572517.1671
MA|1982|0|0|0|0|15423825336.2112
MA|1983|0|0|0|0|13941571864.4973
MA|1980|0|0|0|0|18820809835.899
MA|1981|0|0|0|0|15280300833.285
MA|1986|0|0|0|0|16994563068.4065
MA|1987|0|0|0|0|18745983476.9273
MA|1984|0|0|0|0|12751251347.8236
MA|1985|0|0|0|0|12869611447.8784
MA|1988|0|0|0|0|22198388383.6938
MA|1989|0|0|0|0|22847197923.6985
MA|1995|512|0|1536|0|32986182669.7892
MA|2003|0|0|149248|0|49822651701.729
MA|2007|16384|4|587584|7|75226318359.375
MA|2000|0|0|0|0|37020609824.9576
MA|2001|32768|0|83712|0|37724674865.0801
MA|1979|0|0|0|0|15912133569.2852
MA|1978|0|0|0|0|13236854105.1672
MA|1977|0|0|0|0|11049896742.3889
MA|1976|0|0|0|0|9584323309.12136
MA|1975|0|0|0|0|8984824182.60333
MA|1974|0|0|0|0|7675408485.51421
MA|1973|0|0|0|0|6242177798.33938
MA|1972|0|0|0|0|5074117544.77482
MA|1971|0|0|0|0|4356633663.36634
MA|1970|0|0|0|0|3956328426.04486
MA|2008|32768|0|620352|7|88882967741.9355
MA|2009|369664|0|990016|7|90908402631.2523
MA|1999|0|0|50944|0|39734023742.7921
MA|1998|32768|0|50944|0|40021694630.8991
MA|2002|65536|0|149248|0|40416114690.137
MA|1994|256|0|1024|0|30351265891.5571
MA|1997|256|0|18176|0|33414747559.5675
MA|1996|16384|0|17920|0|36638763638.8669
MA|1991|0|0|0|0|27836559831.3913
MA|1990|0|0|0|0|25820725667.7109
MA|1993|768|0|768|0|26801064630.6054
MA|1992|0|0|0|0|28450632466.6198
MC|1982|0|0|0|0|1143229071.77943
MC|1983|0|0|0|0|1092551781.01486
MC|1980|0|0|0|0|1378130995.65913
MC|1981|0|0|0|0|1205166025.51592
MC|1986|0|0|0|0|1515209588.2378
MC|1987|0|0|0|0|1839095595.25655
MC|1984|0|0|0|0|1037314956.25083
MC|1985|0|0|0|0|1082851076.52158
MC|1988|0|0|0|0|2000674667.08261
MC|1989|0|0|0|0|2010116851.20284
MC|2004|0|0|28672|1|4110348444.49411
MC|2002|0|0|20480|1|2905973022.1746
MC|2003|8192|0|28672|1|3588988600.70294
MC|1994|0|0|0|0|2720297738.93904
MC|2007|0|0|56320|1|5974371695.95045
MC|2008|1280|0|57600|1|6919241412.09365
MC|2000|8192|0|16384|1|2647883820.18625
MC|2001|4096|0|20480|1|2671401082.76436
MC|2005|26624|0|55296|1|4280072625.97622
MC|1979|0|0|0|0|1209898293.46372
MC|1978|0|0|0|0|1000535735.38751
MC|1977|0|0|0|0|811250927.388998
MC|1976|0|0|0|0|735339911.935065
MC|1975|0|0|0|0|711922994.225545
MC|1974|0|0|0|0|563939670.704419
MC|1973|0|0|0|0|523552815.119127
MC|1972|0|0|0|0|402460333.237637
MC|1971|0|0|0|0|327651487.962757
MC|1970|0|0|0|0|293073868.023221
MC|2006|1024|0|56320|1|4663488363.0977
MC|2009|0|0|57600|1|5557579883.30092
MC|2011|0|0|0|0|6074506533.22213
MC|2010|0|0|57600|1|5350993377.48344
MC|1998|0|0|0|0|2934578788.86478
MC|1995|0|0|0|0|3130270918.79061
MC|1999|0|0|0|0|2906009307.6651
MC|1997|0|0|8192|1|2840182191.77105
MC|1996|8192|1|8192|1|3137848783.08404
MC|1991|0|0|0|0|2480497547.84881
MC|1990|0|0|0|0|2481316053.85316
MC|1993|0|0|0|0|2574439973.17387
MC|1992|0|0|0|0|2737066955.91266
ME|1997|8192|1|8192|1|0
ME|2008|20736|2|87296|8|4519731946.68229
ME|2009|22528|0|109824|8|4157852771.6
ME|2011|20576|1|204640|12|4501811520
ME|2010|74240|3|184064|11|4114780573.5
ME|2012|11264|1|215904|13|4373170811.72835
ME|2002|16384|0|24576|1|1284504508.58333
ME|2003|1024|1|25600|2|1707662607.75
ME|2000|0|0|0|0|984279596.4
ME|2001|0|0|0|0|1159891560
ME|2006|8192|1|41984|4|2696020574.58286
ME|2007|24576|2|66560|6|3668857103.75034
ME|2004|8192|1|33792|3|2073255525.20487
ME|2005|0|0|33792|3|2257181942.54446
MD|1993|0|0|0|0|2371812923.88379
MD|2012|167504|7|887216|65|7252769934.44626
MD|1995|0|0|0|0|1752995313.76689
MD|1994|0|0|0|0|1702314352.74439
MD|1999|0|2|32768|6|1170785047.79461
MD|1997|16384|1|16384|1|1930071445.21194
MD|1992|0|0|0|0|2319243406.66602
MD|1996|0|0|0|0|1695130483.83918
MD|1991|0|0|0|0|3094567110.11286
MD|1990|0|0|0|0|3592856080.02915
MD|2008|84992|5|257824|33|6054806100.84681
MD|2009|152192|5|410016|38|5439422031.39627
MD|2011|164736|7|719712|58|7015201445.77502
MD|2010|144960|13|554976|51|5811622393.98689
MD|1998|16384|3|32768|4|1639497206.70391
MD|2002|4096|4|40960|11|1661818168.4226
MD|2003|8704|1|49664|12|1980901553.51226
MD|2000|4096|1|36864|7|1288420222.94787
MD|2001|0|0|36864|7|1480656884.38462
MD|2006|58112|2|138240|21|3408454197.89191
MD|2007|34592|7|172832|28|4402495921.29332
MD|2004|8704|4|58368|16|2598231467.43671
MD|2005|21760|3|80128|19|2988172424.46608
MG|2005|0|0|4096|0|5038577519.49857
MG|2004|4096|0|4096|0|4363934416.54784
MG|1968|0|0|0|0|1031669636.5516
MG|1969|0|0|0|0|1056391054.93489
MG|1964|0|0|0|0|802482183.814987
MG|1965|0|0|0|0|833563473.067604
MG|1966|0|0|0|0|900264582.850373
MG|1967|0|0|0|0|956436931.54542
MG|1961|0|0|0|0|699161943.289594
MG|1962|0|0|0|0|739286907.013202
MG|1963|0|0|0|0|759345862.88991
MG|2006|16384|0|20480|0|5515236338.4864
MG|2011|6480|3|62320|7|9911781296.64175
MG|2010|16384|0|55840|4|8837041787.49382
MG|2012|49152|0|111472|7|9975124872.405
MG|1982|0|0|0|0|3526198069.44621
MG|1983|0|0|0|0|3511573992.43574
MG|1980|0|0|0|0|4042139901.66041
MG|1981|0|0|0|0|3594868208.97731
MG|1986|0|0|0|0|3258288890.31495
MG|1987|0|0|0|0|2565634382.1436
MG|1984|0|0|0|0|2939485471.84909
MG|1985|0|0|0|0|2857889712.72427
MG|1988|0|0|0|0|2442507588.42847
MG|1989|0|0|0|0|2498059014.7402
MG|1995|0|0|0|0|3159901108.54439
MG|2003|0|0|0|0|5474030227.58602
MG|2007|512|1|20992|1|7342905883.1691
MG|2000|0|0|0|0|3877673634.58854
MG|2001|0|0|0|0|4529575232.98509
MG|1979|0|0|0|0|3463565882.12958
MG|1978|0|0|0|0|2669755114.87848
MG|1977|0|0|0|0|2358930407.0893
MG|1976|0|0|0|0|2181844193.95789
MG|1975|0|0|0|0|2283049233.9685
MG|1974|0|0|0|0|1917508190.09298
MG|1973|0|0|0|0|1653062348.36838
MG|1972|0|0|0|0|1341590681.50588
MG|1971|0|0|0|0|1199507630.01017
MG|1970|0|0|0|0|1111859569.93913
MG|2008|17440|2|38432|3|9394330368.35779
MG|2009|1024|1|39456|4|8589560142.44925
MG|1999|0|0|0|0|3717515282.53878
MG|1998|0|0|0|0|3738704582.02336
MG|2002|0|0|0|0|4397254714.88337
MG|1994|0|0|0|0|2977040884.30758
MG|1997|0|0|0|0|3545776813.17266
MG|1996|0|0|0|0|3995028428.89408
MG|1991|0|0|0|0|2653141958.49997
MG|1990|0|0|0|0|3081479800.27765
MG|1993|0|0|0|0|3370842210.86422
MG|1992|0|0|0|0|3024459293.84329
MF|2008|1024|0|3072|1|0
MF|2009|3072|0|6144|1|0
MF|2011|1024|0|7168|1|0
MF|2007|2048|0|2048|1|0
MF|2004|0|1|0|1|0
DZ|2005|14336|3|35072|3|103198650297.779
DZ|2004|0|0|0|0|85324997369.5015
DZ|1968|0|0|0|0|3852147112.84503
DZ|1969|0|0|0|0|4257253358.44365
DZ|1964|0|0|0|0|2909340114.7226
DZ|1965|0|0|0|0|3136284385.14828
DZ|1966|0|0|0|0|3039859268.24911
DZ|1967|0|0|0|0|3370870461.13558
DZ|1961|0|0|0|0|2434766866.27334
DZ|1962|0|0|0|0|2001460838.78378
DZ|1963|0|0|0|0|2703004009.92404
DZ|2006|147487|1|182559|4|117026655313.743
DZ|2011|525312|0|2573967|11|199070864637.558
DZ|2010|791632|1|2048655|11|161207304960.455
DZ|2012|7200|0|2581167|11|205788796017.176
DZ|1982|0|0|0|0|45207090667.8674
DZ|1983|0|0|0|0|48801372227.5528
DZ|1980|0|0|0|0|42345276287.5934
DZ|1981|0|0|0|0|44348670724.0831
DZ|1986|0|0|0|0|63696299985.0409
DZ|1987|0|0|0|0|66742269089.6987
DZ|1984|0|0|0|0|53698280322.5824
DZ|1985|0|0|0|0|57937867717.4636
DZ|1988|0|0|0|0|59089065516.8692
DZ|1989|0|0|0|0|55631488293.8976
DZ|1995|0|0|0|0|41764054034.6543
DZ|2003|0|0|0|0|67863832648.2897
DZ|2007|23808|4|206367|8|134977867931.582
DZ|2000|0|0|0|0|54790058957.3718
DZ|2001|12288|0|20736|0|54744716706.3542
DZ|1979|0|0|0|0|33243421339.3774
DZ|1978|0|0|0|0|26364491674.6159
DZ|1977|0|0|0|0|20971901062.9845
DZ|1976|0|0|0|0|17728348385.244
DZ|1975|0|0|0|0|15557934472.8677
DZ|1974|0|0|0|0|13209713770.0892
DZ|1973|0|0|0|0|8715106128.63411
DZ|1972|0|0|0|0|6761786483.71017
DZ|1971|0|0|0|0|5077222330.06931
DZ|1970|0|0|0|0|4863487557.2335
DZ|2008|1056|0|207423|8|171000162581.484
DZ|2009|1049600|2|1257023|10|137211795394.166
DZ|1999|0|0|8448|0|48640613515.0702
DZ|1998|8192|0|8448|0|48187780126.1819
DZ|2002|0|0|20736|0|56760288961.5829
DZ|1994|0|0|0|0|42542573602.1669
DZ|1997|0|0|0|0|48177861890.8881
DZ|1996|0|0|0|0|46941496308.2845
DZ|1991|0|0|0|0|45715368143.9784
DZ|1990|0|0|0|0|62045098370.0829
DZ|1993|0|0|256|0|49946456681.2384
DZ|1992|256|0|256|0|48003297248.8691
TC|2012|2048|0|10240|2|0
TC|2001|0|1|0|1|0
TC|2007|4096|0|4096|1|0
