IQ|ripencc|0.751917349742|0.861839312162
SD|afrinic|0.594248538045|0.509255346118
FR|ripencc|0.379389747862|0.872301787848
FO|ripencc|-0.0867287232318|0.0764648612806
FM|apnic|0.1403851685|0.446110415777
FJ|apnic|0.451449636583|0.470989012797
FI|ripencc|-0.0972893747204|0.503243370906
KG|ripencc|0.741583547792|0.84507192842
MZ|afrinic|0.743415146486|0.787191869868
EC|lacnic|0.925007856807|0.594816213067
MX|lacnic|0.588333939546|-0.107110418036
MY|apnic|0.493891947225|0.897699229986
EG|afrinic|0.797944651536|0.198326975863
VI|arin|None|None
EE|ripencc|0.134886265919|0.862004687917
MR|afrinic|0.433983216132|0.406261929837
MS|arin|None|None
MP|apnic|None|None
MQ|ripencc|None|None
VC|arin|0.738653368136|0.268729636684
TG|afrinic|0.422841063405|0.127781019739
VA|ripencc|None|None
MU|afrinic|0.376611965687|0.539868470661
ER|afrinic|-0.0901548383902|-0.0901548383902
ES|ripencc|0.0770524771485|0.526411538107
MH|apnic|0.138941985873|-0.0104683508386
MN|apnic|0.278639202811|0.681299916006
ET|afrinic|0.641575026718|0.498999769846
MM|apnic|None|None
MC|ripencc|-0.176542704905|None
VU|apnic|0.267851583786|0.451437497928
MA|afrinic|0.54745051229|0.184682482231
MF|arin|None|None
MG|afrinic|0.622534759112|0.655701079386
MD|ripencc|0.935145129378|0.747452184453
ME|ripencc|0.57299096603|0.598422101369
GY|lacnic|0.362149030434|0.0498021881564
GT|lacnic|0.759108977479|0.165840357953
GU|apnic|None|None
GW|afrinic|0.270315282929|None
GP|arin|None|None
GQ|afrinic|0.534014275124|0.64003185452
GR|ripencc|0.745458215616|-0.0520339394629
GL|ripencc|0.0736158451846|-0.0386796182685
GM|afrinic|0.411500923886|0.388209882516
GN|afrinic|0.567029105788|0.563805680086
GH|afrinic|0.720439251499|0.88609090425
GI|ripencc|None|None
GD|arin|0.477148153461|0.468870293863
GE|ripencc|0.862647383351|0.829136395318
GF|lacnic|None|None
GG|ripencc|None|None
GA|afrinic|0.376359745305|0.614790111191
GB|ripencc|0.28459005817|0.772453890828
NU|apnic|None|None
NR|apnic|None|None
NP|apnic|0.634977119061|0.63454593015
WF|apnic|None|None
NZ|apnic|0.392735818529|0.83147225252
NG|afrinic|0.901887036384|0.966964588135
NF|apnic|None|None
NE|afrinic|0.653130412421|0.779440933156
NC|apnic|-0.250103685151|-0.187910889228
NA|afrinic|0.670607902169|0.332467758959
NO|ripencc|0.232190739113|0.760972782213
ML|afrinic|0.432993206994|0.125300366633
NI|lacnic|0.605656470455|0.562612142817
WS|apnic|-0.00197191705161|0.303472451208
TD|afrinic|0.391489852743|0.433619292692
DZ|afrinic|0.446958342217|0.194775541903
JE|ripencc|None|None
KH|apnic|0.599038322923|0.785858853786
KI|apnic|-0.26411333987|None
TW|apnic|None|None
TV|apnic|-0.287543849449|None
KM|afrinic|0.408712603354|0.137511085028
KN|arin|0.421441418412|0.150969611779
TR|ripencc|0.676110836839|0.833758571366
KE|afrinic|0.650370874688|0.820622372597
TZ|afrinic|0.826786168012|0.788473089685
KY|arin|None|None
KZ|ripencc|0.784045978039|0.853034274579
RU|ripencc|0.939131538058|0.987919070464
TC|arin|None|None
KP|apnic|None|None
TL|apnic|0.178484459337|-0.187836521569
KR|apnic|0.393311576077|-0.258315547729
TN|afrinic|0.305000289641|0.625974276335
TH|apnic|0.628864210167|0.769958246556
TK|ripencc|None|None
TJ|ripencc|0.374515324224|0.16586573183
VN|apnic|0.527094477674|0.510806186162
ZW|afrinic|0.655431535712|0.823874607051
DE|ripencc|0.455487583375|0.0462010431425
US|arin|0.145686701115|0.658164028329
NL|ripencc|0.0032302245828|0.811021204141
LY|ripencc|0.390470847129|-0.102697354279
LU|ripencc|0.285757773807|0.468747146188
LT|ripencc|0.27131350888|0.401948298205
DO|lacnic|0.635772778769|0.793592467715
LV|ripencc|0.280282912706|0.862616992568
LS|afrinic|0.583771768036|0.522195725335
LR|afrinic|0.603416229547|0.72237269887
VG|arin|None|None
UA|ripencc|0.907354255163|0.893273307726
LI|ripencc|-0.0116238544162|-0.140826411347
UG|afrinic|0.462702694948|0.567638447458
LK|apnic|0.298004494217|0.334818513507
LA|apnic|0.140290138815|0.452439112939
VE|lacnic|0.510518110305|-0.139329999689
LC|arin|None|None
LB|ripencc|0.460335933374|0.650148005632
BS|arin|0.19066016825|0.00124008146806
BR|lacnic|0.9208717117|0.809965509643
BW|afrinic|0.336906761948|0.528212777024
BT|apnic|-0.0143270782318|0.125314784155
BZ|lacnic|-0.568066203592|-0.407037004771
BY|ripencc|0.720127741913|0.571977136534
World||None|None
MW|afrinic|0.584725977395|0.753975145559
BB|arin|0.410832976319|0.337296845498
BA|ripencc|0.888843295253|0.235495357924
BG|ripencc|0.629630214503|0.818545781542
MT|ripencc|0.482190065499|0.207426062471
BE|ripencc|0.245309720693|0.599173055764
BD|apnic|0.52454552309|0.706237413904
BJ|afrinic|0.521841421925|0.67337396398
BI|afrinic|0.549155294415|0.581343047755
BH|ripencc|0.768437038844|0.201011635362
BO|lacnic|0.559919466151|0.272278725908
BN|apnic|0.0773033682792|0.593693125279
BM|arin|0.168466211315|0.30294101979
BL|arin|None|None
