AO|1974|
AO|1962|
AO|1963|
AO|1986|6355849179.35458
AO|1987|7383121653.67413
AO|1984|
AO|1985|6804278062.62664
AO|1968|
AO|1969|
AO|1980|
AO|1981|
AO|1964|
AO|1965|
AO|1966|
AO|1967|
AO|1961|
AO|1988|7975234067.37627
AO|1989|9283054576.2006
AO|2011|104115863405.183
AO|2010|82470894868.3337
AO|2013|
AO|2012|114147030253.231
AO|1979|
AO|1999|6152922942.98032
AO|1998|6445041824.66621
AO|1982|
AO|1983|
AO|1991|12193746624.6789
AO|1990|10260193360.6806
AO|1993|5285600050.3455
AO|1992|5779394291.7582
AO|1995|5039534776.4902
AO|1994|4059577145.36303
AO|1997|7648377412.83277
AO|1996|7526446605.51712
AO|1977|
AO|1976|
AO|1975|
AO|1978|
AO|1973|
AO|1972|
AO|1971|
AO|1970|
AO|2002|12497346042.8261
AO|2003|14188949239.8095
AO|2000|9129594818.60749
AO|2001|8936079252.77131
AO|2006|41789494461.5461
AO|2007|60448890972.4218
AO|2004|19640862549.6511
AO|2005|28233699240.3249
AO|2008|84178086998.6708
AO|2009|75492417649.3276
DZ|1974|13209713770.0892
DZ|1962|2001460838.78378
DZ|1963|2703004009.92404
DZ|1986|63696299985.0409
DZ|1987|66742269089.6987
DZ|1984|53698280322.5824
DZ|1985|57937867717.4636
DZ|1968|3852147112.84503
DZ|1969|4257253358.44365
DZ|1980|42345276287.5934
DZ|1981|44348670724.0831
DZ|1964|2909340114.7226
DZ|1965|3136284385.14828
DZ|1966|3039859268.24911
DZ|1967|3370870461.13558
DZ|1961|2434766866.27334
DZ|1988|59089065516.8692
DZ|1989|55631488293.8976
DZ|2011|199070864637.558
DZ|2010|161207304960.455
DZ|2013|
DZ|2012|205788796017.176
DZ|1979|33243421339.3774
DZ|1999|48640613515.0702
DZ|1998|48187780126.1819
DZ|1982|45207090667.8674
DZ|1983|48801372227.5528
DZ|1991|45715368143.9784
DZ|1990|62045098370.0829
DZ|1993|49946456681.2384
DZ|1992|48003297248.8691
DZ|1995|41764054034.6543
DZ|1994|42542573602.1669
DZ|1997|48177861890.8881
DZ|1996|46941496308.2845
DZ|1977|20971901062.9845
DZ|1976|17728348385.244
DZ|1975|15557934472.8677
DZ|1978|26364491674.6159
DZ|1973|8715106128.63411
DZ|1972|6761786483.71017
DZ|1971|5077222330.06931
DZ|1970|4863487557.2335
DZ|2002|56760288961.5829
DZ|2003|67863832648.2897
DZ|2000|54790058957.3718
DZ|2001|54744716706.3542
DZ|2006|117026655313.743
DZ|2007|134977867931.582
DZ|2004|85324997369.5015
DZ|2005|103198650297.779
DZ|2008|171000162581.484
DZ|2009|137211795394.166
EG|1974|9015166924.31046
EG|1962|4003322843.57581
EG|1963|4160465775.86303
EG|1986|35880262453.4063
EG|1987|40507934104.2712
EG|1984|30642873685.5634
EG|1985|34689560501.8409
EG|1968|6109112180.05879
EG|1969|6861743624.86753
EG|1980|22912499711.7613
EG|1981|23405404411.8766
EG|1964|4781695715.27468
EG|1965|5111620994.68964
EG|1966|5339520809.40076
EG|1967|5579168494.04541
EG|1961|4334054779.49568
EG|1988|35044633281.4165
EG|1989|39648442465.4081
EG|2011|236000735704.439
EG|2010|218887812549.851
EG|2013|
EG|2012|262831912586.538
EG|1979|18150000949.0927
EG|1999|90710703939.4609
EG|1998|84828807269.5429
EG|1982|25592366135.4263
EG|1983|28137368590.4939
EG|1991|36970555121.6287
EG|1990|43130415154.4606
EG|1993|46578631212.6125
EG|1992|41855483504.0259
EG|1995|60159244485.2081
EG|1994|51897983715.5584
EG|1997|78436575743.8573
EG|1996|67629717779.7354
EG|1977|14636028524.497
EG|1976|13360477195.3619
EG|1975|11437965433.0321
EG|1978|14849909082.9225
EG|1973|9616725510.84664
EG|1972|8763960986.89004
EG|1971|8266003518.43293
EG|1970|7682492054.30836
EG|2002|87850680572.7894
EG|2003|82923680621.5433
EG|2000|99838540997.3209
EG|2001|97632008050.9425
EG|2006|107484034648.245
EG|2007|130477817194.412
EG|2004|78845185709.4117
EG|2005|89685724889.1628
EG|2008|162818181818.182
EG|2009|188984088127.295
BD|1974|12512460518.1979
BD|1962|5081413344.74945
BD|1963|5319458348.62372
BD|1986|21089700000
BD|1987|23474548387.0968
BD|1984|19591480000
BD|1985|21613230769.2308
BD|1968|7483685482.82769
BD|1969|8471006091.86674
BD|1980|18138049095.6072
BD|1981|19714565483.4761
BD|1964|5386054612.64409
BD|1965|5906636553.5409
BD|1966|6439687605.76616
BD|1967|7253575403.21538
BD|1961|4817580181.8999
BD|1988|25638749373.0508
BD|1989|27744487300.1473
BD|2011|111879121730.817
BD|2010|100357022443.833
BD|2013|
BD|2012|116355057337.05
BD|1979|15565480319.1349
BD|1999|45694072379.3677
BD|1998|44091754148.1822
BD|1982|18050898203.5928
BD|1983|17184680134.6801
BD|1991|30957445429.0092
BD|1990|30495081541.7285
BD|1993|32063807158.3373
BD|1992|31293826879.8937
BD|1995|37939752959.8665
BD|1994|33853081792.2018
BD|1997|42318799293.8429
BD|1996|40666015641.0564
BD|1977|9651149302.33962
BD|1976|10117113334.0775
BD|1975|19448348067.8251
BD|1978|13281767144.6866
BD|1973|8086725735.63934
BD|1972|6288245865.8286
BD|1971|8751842837.09068
BD|1970|8992721806.56287
BD|2002|47571130071.3913
BD|2003|51913661485.3195
BD|2000|47124925462.1348
BD|2001|46987842846.553
BD|2006|61901116736.1525
BD|2007|68415421372.7194
BD|2004|56560744012.2303
BD|2005|60277560975.6098
BD|2008|79554350677.7438
BD|2009|89359767441.8605
